t	frame	dy	scrollpos	err	top	mid	bot
37.579	901	0	4505	0.17	0	0	0
37.621	902	0	4505	0.18	0	0	0
37.663	903	0	4505	0.08	0	0	0
37.704	904	0	4505	0.12	0	0	0
37.746	905	0	4505	0.02	0	0	0
37.788	906	0	4505	0.05	0	0	0
37.829	907	0	4505	0.01	0	0	0
37.871	908	0	4505	0.05	0	0	0
37.913	909	0	4505	0.24	0	0	0
37.955	910	0	4505	0.03	0	0	0
37.996	911	0	4505	0.20	0	0	0
38.038	912	1	4506	1.32	0	1	1
38.080	913	1	4507	0.66	0	1	1
38.121	914	2	4509	0.81	0	2	2
38.163	915	2	4511	0.25	0	2	2
38.205	916	4	4515	1.03	0	4	4
38.247	917	4	4519	1.03	0	4	4
38.288	918	7	4526	0.93	0	7	7
38.330	919	6	4532	0.82	0	6	6
38.372	920	12	4544	0.79	12	12	12
38.413	921	10	4554	0.92	10	10	10
38.455	922	20	4574	1.00	20	20	20
38.497	923	17	4591	0.71	17	17	17
38.539	924	33	4624	0.62	33	33	5
38.580	925	26	4650	1.41	27	26	28
38.622	926	41	4691	1.06	41	41	30
38.664	927	24	4715	1.00	24	26	0
38.705	928	29	4744	1.28	29	31	0
38.747	929	15	4759	1.04	15	17	0
38.789	930	18	4777	1.07	18	20	0
38.830	931	10	4787	0.65	10	10	34
38.872	932	12	4799	1.09	12	1	36
38.914	933	7	4806	0.61	7	6	22
38.956	934	8	4814	0.90	8	0	30
38.997	935	4	4818	0.75	4	18	18
39.039	936	5	4823	0.84	5	23	30
39.081	937	3	4826	0.62	3	14	18
39.122	938	3	4829	0.69	3	18	24
39.164	939	2	4831	0.65	2	15	16
39.206	940	2	4833	0.96	2	20	26
39.248	941	1	4834	0.75	1	9	16
39.289	942	0	4834	1.06	0	12	14
39.331	943	0	4834	0.64	0	8	8
39.373	944	0	4834	0.84	0	11	10
39.414	945	0	4834	0.81	0	6	5
39.456	946	0	4834	1.03	0	7	8
39.498	947	0	4834	1.07	0	4	5
39.540	948	0	4834	1.50	0	5	6
39.581	949	0	4834	1.29	0	2	3
39.623	950	0	4834	1.61	0	3	4
39.665	951	0	4834	1.40	0	1	4
39.706	952	0	4834	1.75	0	1	6
39.748	953	0	4834	1.33	0	1	1
39.790	954	0	4834	1.58	0	1	2
39.831	955	0	4834	1.22	0	1	1
39.873	956	0	4834	1.40	0	1	1
39.915	957	0	4834	0.92	0	0	1
39.957	958	0	4834	1.05	0	0	1
39.998	959	0	4834	0.67	0	0	1
40.040	960	0	4834	1.29	0	0	1
40.082	961	0	4834	0.40	0	0	0
40.123	962	0	4834	0.39	0	0	0
40.165	963	0	4834	0.78	0	0	1
40.207	964	1	4835	0.63	1	1	1
40.249	965	1	4836	0.17	1	1	1
40.290	966	2	4838	0.19	2	2	2
40.332	967	2	4840	0.53	2	2	2
40.374	968	4	4844	0.72	4	4	4
40.415	969	3	4847	0.61	3	3	3
40.457	970	6	4853	0.71	6	6	6
40.499	971	5	4858	0.74	5	5	5
40.541	972	10	4868	0.70	10	10	10
40.582	973	9	4877	0.33	9	9	8
40.624	974	17	4894	0.67	21	17	14
40.666	975	13	4907	0.66	13	13	0
40.707	976	21	4928	0.39	21	21	-1
40.749	977	13	4941	0.27	13	13	0
40.791	978	17	4958	0.24	17	17	0
40.832	979	9	4967	0.53	9	9	24
40.874	980	11	4978	0.54	11	11	34
40.916	981	6	4984	0.29	6	6	20
40.958	982	8	4992	1.07	8	7	28
40.999	983	4	4996	0.40	4	4	20
41.041	984	5	5001	0.51	5	21	28
41.083	985	3	5004	0.70	3	13	16
41.124	986	4	5008	1.33	3	15	26
41.166	987	2	5010	0.90	2	14	16
41.208	988	2	5012	1.11	2	18	24
41.250	989	1	5013	0.85	1	8	10
41.291	990	1	5014	1.15	1	11	12
41.333	991	1	5015	1.20	1	8	7
41.375	992	1	5016	1.53	1	8	10
41.416	993	0	5016	1.20	0	4	5
41.458	994	0	5016	1.38	0	7	7
41.500	995	0	5016	1.28	0	3	6
41.542	996	0	5016	1.52	0	4	8
41.583	997	0	5016	1.39	0	2	4
41.625	998	0	5016	1.74	0	2	7
41.667	999	0	5016	1.46	0	1	3
41.708	1000	0	5016	1.66	0	3	4
41.750	1001	0	5016	1.57	0	2	3
41.792	1002	0	5016	1.22	0	1	1
41.834	1003	0	5016	1.24	0	0	1
41.875	1004	0	5016	0.83	0	0	1
41.917	1005	0	5016	0.87	0	0	1
41.959	1006	0	5016	0.55	0	0	0
42.000	1007	0	5016	0.48	0	0	0
42.042	1008	0	5016	0.93	0	0	0
42.084	1009	0	5016	0.24	0	0	0
42.125	1010	0	5016	0.12	0	0	0
42.167	1011	1	5017	0.94	1	1	1
42.209	1012	1	5018	0.30	1	1	1
42.251	1013	2	5020	0.60	2	2	2
42.292	1014	2	5022	0.31	2	2	2
42.334	1015	4	5026	0.59	4	4	4
42.376	1016	4	5030	1.11	4	4	4
42.417	1017	7	5037	0.24	7	7	7
42.459	1018	6	5043	0.77	6	6	6
42.501	1019	11	5054	0.84	11	11	10
42.543	1020	9	5063	0.36	9	9	9
42.584	1021	16	5079	0.88	16	16	16
42.626	1022	14	5093	0.93	14	14	14
42.668	1023	25	5118	0.24	25	25	0
42.709	1024	20	5138	0.53	20	20	5
42.751	1025	35	5173	0.31	35	35	0
42.793	1026	25	5198	0.74	25	60	0
42.835	1027	35	5233	0.39	35	35	0
42.876	1028	20	5253	0.39	20	20	0
42.918	1029	25	5278	0.43	25	26	0
42.960	1030	14	5292	0.49	14	15	0
43.001	1031	17	5309	0.36	17	18	0
43.043	1032	10	5319	0.37	0	10	0
43.085	1033	12	5331	0.37	0	12	-69
43.126	1034	6	5337	0.29	0	6	6
43.168	1035	7	5344	0.45	0	8	7
43.210	1036	4	5348	0.26	4	4	4
43.252	1037	5	5353	0.42	4	5	4
43.293	1038	2	5355	0.41	2	3	2
43.335	1039	3	5358	0.51	2	3	2
43.377	1040	1	5359	0.32	1	1	1
43.418	1041	1	5360	0.51	1	1	0
43.460	1042	0	5360	0.40	0	1	0
43.502	1043	0	5360	0.54	0	1	0
43.544	1044	0	5360	0.48	0	1	0
43.585	1045	0	5360	0.71	0	1	0
43.627	1046	0	5360	0.58	0	1	0
43.669	1047	0	5360	0.91	0	1	1
43.710	1048	0	5360	0.69	0	1	1
43.752	1049	0	5360	0.89	0	1	1
43.794	1050	0	5360	0.66	0	1	0
43.836	1051	0	5360	0.92	0	1	0
43.877	1052	0	5360	0.64	0	1	0
43.919	1053	0	5360	0.90	0	1	0
43.961	1054	0	5360	0.70	0	1	0
44.002	1055	0	5360	0.65	0	1	0
44.044	1056	0	5360	1.08	0	0	0
44.086	1057	0	5360	0.65	0	0	0
44.127	1058	0	5360	0.47	0	0	0
44.169	1059	0	5360	0.49	0	0	0
44.211	1060	0	5360	0.36	0	0	0
44.253	1061	0	5360	0.38	0	0	0
44.294	1062	0	5360	0.25	0	0	0
44.336	1063	0	5360	0.43	0	0	0
44.378	1064	0	5360	0.23	0	0	0
44.419	1065	0	5360	0.30	0	0	0
44.461	1066	0	5360	0.22	0	0	0
44.503	1067	0	5360	0.29	0	0	0
44.545	1068	0	5360	0.22	0	0	0
44.586	1069	0	5360	0.20	0	0	0
44.628	1070	0	5360	0.16	0	0	0
44.670	1071	0	5360	0.18	0	0	0
44.711	1072	0	5360	0.16	0	0	0
44.753	1073	0	5360	0.11	0	0	0
44.795	1074	0	5360	0.06	0	0	0
44.837	1075	0	5360	0.11	0	0	0
44.878	1076	0	5360	0.09	0	0	0
44.920	1077	0	5360	0.09	0	0	0
44.962	1078	0	5360	0.07	0	0	0
45.003	1079	0	5360	0.09	0	0	0
45.045	1080	0	5360	0.14	0	0	0
45.087	1081	0	5360	0.03	0	0	0
45.128	1082	0	5360	0.02	0	0	0
45.170	1083	0	5360	0.02	0	0	0
45.212	1084	0	5360	0.01	0	0	0
45.254	1085	0	5360	0.00	0	0	0
45.295	1086	0	5360	0.01	0	0	0
45.337	1087	0	5360	0.01	0	0	0
45.379	1088	0	5360	0.01	0	0	0
45.420	1089	0	5360	0.01	0	0	0
45.462	1090	0	5360	0.01	0	0	0
45.504	1091	0	5360	1.22	0	0	0
45.546	1092	0	5360	1.81	0	0	0
45.587	1093	0	5360	3.26	0	0	44
45.629	1094	0	5360	1.50	0	33	0
45.671	1095	0	5360	1.95	0	42	0
45.712	1096	0	5360	1.20	0	24	0
45.754	1097	0	5360	1.58	0	7	0
45.796	1098	0	5360	0.81	0	6	0
45.838	1099	0	5360	1.18	0	0	0
45.879	1100	0	5360	0.49	0	0	0
45.921	1101	15	5375	0.42	0	0	0
45.963	1102	8	5383	0.21	0	0	0
46.004	1103	11	5394	0.04	13	0	0
46.046	1104	5	5399	0.03	4	-69	0
46.088	1105	0	5399	0.00	7	0	0
46.129	1106	0	5399	0.00	1	0	0
46.171	1107	0	5399	0.00	0	0	6
46.213	1108	0	5399	0.00	0	0	0
46.255	1109	0	5399	0.00	0	0	0
46.296	1110	0	5399	0.00	0	0	0
46.338	1111	0	5399	0.00	0	0	0
46.380	1112	0	5399	0.00	0	0	0
46.421	1113	0	5399	0.00	0	0	0
46.463	1114	0	5399	0.00	0	0	0
